Name, ExactMolWt, NumVE, HeavyAtom#, NHOH#, NOC#, NumHAcc#, NumHDo#, NumHeteroatoms, fr_Al_COO, fr_Al_OH, fr_Al_OH_noTert, fr_COO, fr_COO2, fr_C_O, fr_C_O_noCOO, fr_NH0, fr_NH1, fr_NH2, fr_allylic_oxid, fr_dihydropyridine, fr_methoxy, fr_nitrile, fr_nitro, fr_nitroso, fr_piperdine, MetalAN, #linker, #unit, IP, EA,  H-L gap
DHP_6_6 [3159.16, 1154, 246, 24, 36, 36, 24, 36, 0, 0, 0, 0, 0, 0, 0, 12, 24, 0, 48, 12, 0, 0, 0, 0, 0, 6, 6, 5.064, 3.274, 0.702]
DHP_6_7 [3697.35, 1350, 288, 28, 42, 42, 28, 42, 0, 0, 0, 0, 0, 0, 0, 14, 28, 0, 56, 14, 0, 0, 0, 0, 0, 6, 7, 5.019, 3.357, 0.68]
DHP_6_8 [4235.54, 1546, 330, 32, 48, 48, 32, 48, 0, 0, 0, 0, 0, 0, 0, 16, 32, 0, 64, 16, 0, 0, 0, 0, 0, 6, 8, 4.981, 3.419, 0.663]
DHP_6_9 [4773.73, 1742, 372, 36, 54, 54, 36, 54, 0, 0, 0, 0, 0, 0, 0, 18, 36, 0, 72, 18, 0, 0, 0, 0, 0, 6, 9, 4.951, 3.47, 0.653]
DHP_6_10 [5311.92, 1938, 414, 40, 60, 60, 40, 60, 0, 0, 0, 0, 0, 0, 0, 20, 40, 0, 80, 20, 0, 0, 0, 0, 0, 6, 10, 4.925, 3.512, 0.646]
DHP_8_2 [1030.4, 378, 80, 8, 12, 12, 8, 12, 0, 0, 0, 0, 0, 0, 0, 4, 8, 0, 16, 4, 0, 0, 0, 0, 0, 8, 2, 5.51, 2.644, 0.929]
DHP_8_3 [1592.59, 582, 124, 12, 18, 18, 12, 18, 0, 0, 0, 0, 0, 0, 0, 6, 12, 0, 24, 6, 0, 0, 0, 0, 0, 8, 3, 5.323, 2.866, 0.93]
DHP_8_4 [2154.78, 786, 168, 16, 24, 24, 16, 24, 0, 0, 0, 0, 0, 0, 0, 8, 16, 0, 32, 8, 0, 0, 0, 0, 0, 8, 4, 5.2, 3.102, 0.803]
DHP_8_5 [2716.97, 990, 212, 20, 30, 30, 20, 30, 0, 0, 0, 0, 0, 0, 0, 10, 20, 0, 40, 10, 0, 0, 0, 0, 0, 8, 5, 5.121, 3.247, 0.745]
DHP_8_6 [3279.16, 1194, 256, 24, 36, 36, 24, 36, 0, 0, 0, 0, 0, 0, 0, 12, 24, 0, 48, 12, 0, 0, 0, 0, 0, 8, 6, 5.063, 3.348, 0.713]
